Time(s),Sensor(g),Hammer(N)
8.977694441189109087e-01,-2.848324736000000246e-01,9.667992917272725251e+00
8.978085081448493598e-01,-2.700675211999999936e-01,9.636087578636361783e+00
8.978475721707879220e-01,-2.758026679999999731e-01,9.648849714090907526e+00
8.978866361967264842e-01,-2.765348143999999952e-01,9.569225086363635668e+00
8.979257002226649353e-01,-2.765348143999999952e-01,9.513737540909088963e+00
8.979647642486034975e-01,-2.701895456000000251e-01,9.561179392272725508e+00
8.980038282745419487e-01,-2.743383751999999842e-01,9.520950921818180035e+00
8.980428923004805108e-01,-2.760467167999999805e-01,9.615557186818181279e+00
8.980819563264189620e-01,-2.681151307999999900e-01,9.631648574999998047e+00
8.981210203523575242e-01,-2.726300335999999880e-01,9.580322595454545009e+00
8.981600843782959753e-01,-2.751925459999999823e-01,9.674928860454544477e+00
8.981991484042345375e-01,-2.677490576000000067e-01,9.698511067272725938e+00
8.982382124301730997e-01,-2.675050087999999993e-01,9.619441314999999548e+00
8.982772764561115508e-01,-2.605496179999999828e-01,9.706001885909088855e+00
8.983163404820501130e-01,-2.606716424000000143e-01,9.770090000909089412e+00
8.983554045079885642e-01,-2.572549592000000218e-01,9.713215266818179927e+00
8.983944685339271263e-01,-2.671389356000000159e-01,9.753166299545453555e+00
8.984335325598655775e-01,-2.542043492000000127e-01,9.784239324999997933e+00
8.984725965858041397e-01,-2.523739831999999850e-01,9.775361317727272237e+00
8.985116606117425908e-01,-2.380971283999999966e-01,9.747894982727270730e+00
8.985507246376811530e-01,-2.434662019999999927e-01,9.787846015454544357e+00
8.985897886636197152e-01,-2.529841051999999757e-01,9.785903951363634334e+00
8.986288526895581663e-01,-2.611597399999999736e-01,9.830293987727271698e+00
8.986679167154967285e-01,-2.542043492000000127e-01,9.858870073636362363e+00
8.987069807414351796e-01,-2.612817644000000050e-01,9.864141390454543412e+00
8.987460447673737418e-01,-2.542043492000000127e-01,9.854431069999998627e+00
8.987851087933121930e-01,-2.427340555999999983e-01,9.854153632272726782e+00
8.988241728192507551e-01,-2.543263735999999886e-01,9.914635056818180914e+00
8.988632368451892063e-01,-2.524960076000000164e-01,9.914912494545452759e+00
8.989023008711277685e-01,-2.412697627999999817e-01,9.821415980454544226e+00
8.989413648970663306e-01,-2.322399571999999857e-01,9.721260960909090088e+00
8.989804289230047818e-01,-2.371209331999999947e-01,9.808376407272726638e+00
8.990194929489433440e-01,-2.318738839999999746e-01,9.826964734999998896e+00
8.990585569748817951e-01,-2.477370559999999833e-01,9.888278472727272117e+00
8.990976210008203573e-01,-2.444423971999999945e-01,1.001146082363636225e+01
8.991366850267588084e-01,-2.405376163999999872e-01,1.013686267636363425e+01
8.991757490526973706e-01,-2.424900067999999909e-01,1.012521029181818122e+01
8.992148130786359328e-01,-2.324840059999999931e-01,1.006639349363636171e+01
8.992538771045743839e-01,-2.356566403999999781e-01,1.004114666045454385e+01
8.992929411305129461e-01,-2.337042499999999745e-01,1.004197897363636294e+01
8.993320051564513973e-01,-2.360227135999999892e-01,1.000757669545454398e+01
8.993710691823899595e-01,-2.266268347999999822e-01,1.005085698090909041e+01
8.994101332083284106e-01,-2.238202735999999804e-01,9.971787228636362244e+00
8.994491972342669728e-01,-2.288232739999999932e-01,9.932391071363635859e+00
8.994882612602054239e-01,-2.391953479999999743e-01,9.863031639545452478e+00
8.995273252861439861e-01,-2.318738839999999746e-01,9.831403738636362633e+00
8.995663893120825483e-01,-2.235762247999999730e-01,9.845275624999999309e+00
8.996054533380209994e-01,-2.196714439999999935e-01,9.872187084545453573e+00
8.996445173639595616e-01,-2.279691031999999951e-01,9.890497974545453985e+00
8.996835813898980128e-01,-2.280911275999999988e-01,9.922403313181817452e+00
8.997226454158365749e-01,-2.338262743999999782e-01,1.001368032545454412e+01
8.997617094417750261e-01,-2.229661027999999823e-01,9.987046303636361699e+00
8.998007734677135883e-01,-2.271149323999999969e-01,9.982607299999997963e+00
8.998398374936520394e-01,-2.161327363999999973e-01,9.922680750909089298e+00
8.998789015195906016e-01,-2.296774447999999913e-01,9.929616694090908524e+00
8.999179655455291638e-01,-2.201595415999999805e-01,9.971787228636362244e+00
8.999570295714676149e-01,-2.265048103999999785e-01,9.881619967272726512e+00
8.999960935974061771e-01,-2.092993699999999846e-01,9.857760322727271429e+00
9.000351576233446282e-01,-2.285792251999999858e-01,9.945985519999998914e+00
9.000742216492831904e-01,-2.344363963999999967e-01,1.000507975590909027e+01
9.001132856752216416e-01,-2.022219547999999922e-01,9.923235626363634765e+00
9.001523497011602037e-01,-1.972189543999999795e-01,9.960412281818181057e+00
9.001914137270986549e-01,-2.284572007999999821e-01,1.001673214045454507e+01
9.002304777530372171e-01,-2.190613219999999750e-01,1.003809484545454467e+01
9.002695417789757792e-01,-2.179631023999999972e-01,9.975116481363635046e+00
9.003086058049142304e-01,-1.975850275999999905e-01,9.951534274545453584e+00
9.003476698308527926e-01,-1.968528811999999961e-01,9.977335983181816914e+00
9.003867338567912437e-01,-2.197934683999999972e-01,9.934610573181817728e+00
9.004257978827298059e-01,-1.980731251999999776e-01,9.919351498181816496e+00
9.004648619086682571e-01,-2.103975895999999901e-01,9.890497974545453985e+00
9.005039259346068192e-01,-1.681771471999999878e-01,9.917409434090908249e+00
9.005429899605453814e-01,-2.201595415999999805e-01,9.933778259999998639e+00
9.005820539864838326e-01,-2.139362971999999863e-01,9.929061818636363057e+00
9.006211180124223947e-01,-1.935582223999999796e-01,9.985936552727270765e+00
9.006601820383608459e-01,-2.041743451999999959e-01,1.000341512954545387e+01
9.006992460642994081e-01,-1.571949511999999882e-01,1.005335392045454412e+01
9.007383100902378592e-01,-2.112517603999999882e-01,1.006195448999999797e+01
9.007773741161764214e-01,-2.012457595999999904e-01,1.018846609363636269e+01
9.008164381421148725e-01,-2.068588819999999939e-01,1.025061214454545322e+01
9.008555021680534347e-01,-1.765968307999999931e-01,1.025782552545454429e+01
9.008945661939919969e-01,-1.707396595999999822e-01,1.025616089909090789e+01
9.009336302199304480e-01,-2.083231747999999828e-01,1.028390467181818124e+01
9.009726942458690102e-01,-2.040523207999999922e-01,1.028973086409090776e+01
9.010117582718074614e-01,-1.975850275999999905e-01,1.022813968863636269e+01
9.010508222977460235e-01,-1.729360987999999932e-01,1.016127719636363480e+01
9.010898863236844747e-01,-1.779390991999999783e-01,1.019345997272727189e+01
9.011289503496230369e-01,-1.942903687999999740e-01,1.018985328227272547e+01
9.011680143755614880e-01,-1.846504411999999873e-01,1.029333755454545241e+01
9.012070784015000502e-01,-1.795254163999999986e-01,1.025782552545454429e+01
9.012461424274386124e-01,-1.448704868000000034e-01,1.020233797999999936e+01
9.012852064533770635e-01,-1.928260759999999852e-01,1.025394139727272602e+01
9.013242704793156257e-01,-1.894093927999999927e-01,1.034383122090908991e+01
9.013633345052540768e-01,-1.834301971999999781e-01,1.044259905181818127e+01
9.014023985311926390e-01,-1.697634643999999804e-01,1.039682182681818112e+01
9.014414625571310902e-01,-1.154626064000000008e-01,1.038683406863636272e+01
9.014805265830696523e-01,-1.980731251999999776e-01,1.039876389090908937e+01
9.015195906090081035e-01,-1.807456603999999800e-01,1.043344360681818017e+01
9.015586546349466657e-01,-1.927040515999999815e-01,1.044565086681818045e+01
9.015977186608852278e-01,-1.404776083999999814e-01,1.040181570590909033e+01
9.016367826868236790e-01,-1.424299987999999850e-01,1.038156275181817989e+01
9.016758467127622412e-01,-1.953885883999999795e-01,1.038045300090908896e+01
9.017149107387006923e-01,-1.420639256000000017e-01,1.040764189818181684e+01
9.017539747646392545e-01,-1.713497816000000007e-01,1.042955947863636190e+01
9.017930387905777057e-01,-1.161947527999999952e-01,1.037240730681818057e+01
9.018321028165162678e-01,-1.415758279999999869e-01,1.038738894409090818e+01
9.018711668424548300e-01,-1.772069527999999838e-01,1.036602623909090859e+01
9.019102308683932812e-01,-1.549985120000000050e-01,1.033745015318181615e+01
9.019492948943318433e-01,-1.703735863999999989e-01,1.038683406863636272e+01
9.019883589202702945e-01,-9.252201919999999968e-02,1.025893527636363523e+01
9.020274229462088567e-01,-1.604896099999999770e-01,1.026226452909090803e+01
9.020664869721473078e-01,-1.754986111999999876e-01,1.027447178909090830e+01
9.021055509980858700e-01,-1.531681460000000050e-01,1.039238282318181739e+01
9.021446150240243211e-01,-1.291293391999999984e-01,1.044176673863636218e+01
9.021836790499628833e-01,-1.087512643999999917e-01,1.039737670227272659e+01
9.022227430759014455e-01,-1.615878295999999825e-01,1.040126083045454486e+01
9.022618071018398966e-01,-1.449925112000000071e-01,1.042761741454545366e+01
9.023008711277784588e-01,-1.460907307999999849e-01,1.044398624045454405e+01
9.023399351537169100e-01,-1.135102159999999971e-01,1.036186467318181670e+01
9.023789991796554721e-01,-1.258346803999999819e-01,1.038600175545454363e+01
9.024180632055939233e-01,-1.554866095999999920e-01,1.032718495727272590e+01
9.024571272315324855e-01,-1.540223168000000031e-01,1.023701769590909016e+01
9.024961912574709366e-01,-1.348644860000000056e-01,1.025699321227272520e+01
9.025352552834094988e-01,-8.361423799999999351e-02,1.022425556045454442e+01
9.025743193093480610e-01,-1.287632659999999873e-01,1.026392915545454443e+01
9.026133833352865121e-01,-1.447484623999999998e-01,1.021842936818181613e+01
9.026524473612250743e-01,-1.474329991999999978e-01,1.035048972636363551e+01
9.026915113871635254e-01,-1.286412415999999836e-01,1.034272146999999897e+01
9.027305754131020876e-01,-8.629877480000000545e-02,1.033079164772727232e+01
9.027696394390405388e-01,-1.464568039999999960e-01,1.040708702272727137e+01
9.028087034649791009e-01,-1.179030943999999914e-01,1.044093442545454486e+01
9.028477674909176631e-01,-1.518258775999999921e-01,1.048948602772727057e+01
9.028868315168561143e-01,-1.053345811999999992e-01,1.048476958636363499e+01
9.029258955427946765e-01,-7.568265199999998916e-02,1.040292545681818126e+01
9.029649595687331276e-01,-1.414538035999999832e-01,1.027558153999999924e+01
9.030040235946716898e-01,-1.139983135999999841e-01,1.032219107818181669e+01
9.030430876206101409e-01,-1.149745087999999860e-01,1.039377001181818017e+01
9.030821516465487031e-01,-1.014298003999999920e-01,1.038017556318181711e+01
9.031212156724871543e-01,-8.459043319999999533e-02,1.036491648818181766e+01
9.031602796984257164e-01,-1.320579248000000039e-01,1.042373328636363539e+01
9.031993437243642786e-01,-1.042363615999999937e-01,1.049447990681817977e+01
9.032384077503027298e-01,-1.237602656000000023e-01,1.036658111454545406e+01
9.032774717762412919e-01,-8.019755479999998715e-02,1.033384346272727150e+01
9.033165358021797431e-01,-7.824516439999999740e-02,1.019484716136363467e+01
9.033555998281183053e-01,-1.246144364000000004e-01,1.020095079136363481e+01
9.033946638540567564e-01,-8.556662839999999715e-02,1.020594467045454401e+01
9.034337278799953186e-01,-1.129000940000000064e-01,1.021648730409090788e+01
9.034727919059337697e-01,-8.056362799999999824e-02,1.014379861954545348e+01
9.035118559318723319e-01,-4.895930839999999840e-02,1.017403933181818054e+01
9.035509199578108941e-01,-1.302275588000000039e-01,1.019984104045454387e+01
9.035899839837493452e-01,-8.056362799999999824e-02,1.011799691090909015e+01
9.036290480096879074e-01,-7.092370039999999765e-02,1.023812744681818110e+01
9.036681120356263586e-01,-5.774506520000000087e-02,1.019456972363636282e+01
9.037071760615649207e-01,-6.042960199999999893e-02,1.020816417227272588e+01
9.037462400875033719e-01,-1.319359004000000002e-01,1.025255420863636147e+01
9.037853041134419341e-01,-7.348621280000000588e-02,1.033412090045454335e+01
9.038243681393803852e-01,-4.761703999999999937e-02,1.038294994045454445e+01
9.038634321653189474e-01,-5.896530919999999620e-02,1.034660559818181724e+01
9.039024961912575096e-01,-7.922135959999999921e-02,1.044176673863636218e+01
9.039415602171959607e-01,-1.385252180000000055e-01,1.045341912318181699e+01
9.039806242431345229e-01,-3.919735639999999410e-02,1.031137100681818097e+01
9.040196882690729741e-01,-5.152182079999999276e-02,1.034216659454545351e+01
9.040587522950115362e-01,-5.701291879999999257e-02,1.033745015318181615e+01
9.040978163209499874e-01,-9.728097080000000507e-02,1.030082837318181710e+01
9.041368803468885496e-01,-9.532858040000000144e-02,1.031553257272727109e+01
9.041759443728271117e-01,-2.553062359999999642e-02,1.029971862227272617e+01
9.042150083987655629e-01,-4.627477160000000034e-02,1.034050196818181711e+01
9.042540724247041251e-01,-6.225996799999999887e-02,1.030443506363636175e+01
9.042931364506425762e-01,-1.069208983999999918e-01,1.033772759090908977e+01
9.043322004765811384e-01,-6.482248039999999323e-02,1.027280716272727190e+01
9.043712645025195895e-01,-3.687889280000000020e-02,1.030221556181817988e+01
9.044103285284581517e-01,-1.967345239999999940e-02,1.021343548909090693e+01
9.044493925543966029e-01,-5.139979639999999600e-02,1.013547548772727147e+01
9.044884565803351650e-01,-1.097274595999999935e-01,1.014463093272727079e+01
9.045275206062737272e-01,-2.589669679999999710e-02,1.016099975863636296e+01
9.045665846322121784e-01,-2.479847719999999853e-02,1.007110993499999907e+01
9.046056486581507405e-01,-1.271806159999999686e-02,9.979278047272725161e+00
9.046447126840891917e-01,-7.104572479999998746e-02,1.010162808499999798e+01
9.046837767100277539e-01,-6.079567519999999614e-02,1.004752772818181761e+01
9.047228407359662050e-01,-1.052162239999999971e-02,1.004503078863636212e+01
9.047619047619047672e-01,-3.126577039999999669e-02,1.003115890227272544e+01
9.048009687878432183e-01,-1.650081799999999696e-02,1.002866196272727173e+01
9.048400328137817805e-01,-6.311413879999999699e-02,1.002283577045454344e+01
9.048790968397203427e-01,-5.310813799999999918e-02,1.004836004136363492e+01
9.049181608656587938e-01,-2.223963199999998142e-03,1.007943306681818108e+01
9.049572248915973560e-01,-4.517655199999999482e-02,1.008720132318181761e+01
9.049962889175358072e-01,-3.834318559999999598e-02,1.000507975590909027e+01
9.050353529434743693e-01,-1.003352479999999880e-02,1.004697285272727214e+01
9.050744169694128205e-01,-2.333418439999999927e-02,1.008026537999999839e+01
9.051134809953513827e-01,-2.174786719999999979e-02,1.005141185636363588e+01
9.051525450212898338e-01,-1.064364679999999647e-02,1.007776844045454467e+01
9.051916090472283960e-01,-2.211394039999999700e-02,1.016127719636363480e+01
9.052306730731669582e-01,-2.455442839999999807e-02,1.012493285409090760e+01
9.052697370991054093e-01,-1.894130599999999803e-02,1.010578965090908987e+01
9.053088011250439715e-01,3.389159199999998429e-03,1.000729925772727213e+01
9.053478651509824227e-01,-2.101572079999999842e-02,9.917964309545453716e+00
9.053869291769209848e-01,-1.332818359999999799e-02,9.995924310909089172e+00
9.054259932028594360e-01,-1.027757359999999925e-02,9.883562031363634759e+00
9.054650572287979982e-01,9.450040000000270446e-05,9.907144238181816220e+00
9.055041212547365603e-01,2.779037200000000762e-03,9.970677477727271310e+00
9.055431852806750115e-01,-4.908499999999999669e-03,9.886058970909090249e+00
9.055822493066135737e-01,-5.518621999999997335e-03,9.852489005909090380e+00
9.056213133325520248e-01,1.558793199999998491e-03,9.781742385454544220e+00
9.056603773584905870e-01,1.558793199999998491e-03,9.927952067727272123e+00
9.056994413844290381e-01,2.901061600000004459e-03,9.801163026363635566e+00
9.057385054103676003e-01,2.242496559999999917e-02,9.839171994999999171e+00
9.057775694363060515e-01,8.026086400000000121e-03,9.864696265909088879e+00
9.058166334622446136e-01,3.389159199999998429e-03,9.763431495454543807e+00
9.058556974881831758e-01,2.120472160000000383e-02,9.877180963636362776e+00
9.058947615141216270e-01,8.392159600000004271e-03,9.801995339545452879e+00
9.059338255400601891e-01,1.192720000000001279e-03,9.843610998636362908e+00
9.059728895659986403e-01,2.974642960000000586e-02,9.797001460454543675e+00
9.060119535919372025e-01,1.363920880000000363e-02,9.845275624999999309e+00
9.060510176178756536e-01,2.266901439999999962e-02,9.942378829545452490e+00
9.060900816438142158e-01,9.368354799999999150e-03,9.955140964999998232e+00
9.061291456697526669e-01,3.792206440000000373e-02,9.684916618636362884e+00
9.061682096956912291e-01,2.303508760000000377e-02,9.781187509999998753e+00
9.062072737216297913e-01,3.670182039999999452e-02,9.682974554545452861e+00
9.062463377475682424e-01,3.926433280000000275e-02,9.485161454999998298e+00
9.062854017735068046e-01,2.254699000000000286e-02,9.477670636363635381e+00
9.063244657994452558e-01,3.084464919999999749e-02,9.439661667727271777e+00
9.063635298253838180e-01,4.341316240000000354e-02,9.334235331363634813e+00
9.064025938513222691e-01,3.950838159999999627e-02,9.343945651818181375e+00
9.064416578772608313e-01,4.499947959999999608e-02,9.340893836818180418e+00
9.064807219031992824e-01,3.914230839999999906e-02,9.323415259999999094e+00
9.065197859291378446e-01,3.889825960000000554e-02,9.431061098181816149e+00
9.065588499550764068e-01,5.171082160000000510e-02,9.230196183636362406e+00
9.065979139810148579e-01,5.110069960000000050e-02,9.139196609090907586e+00
9.066369780069534201e-01,4.268101599999999524e-02,9.119221092727270772e+00
9.066760420328918713e-01,5.598167559999999571e-02,9.143635612727271322e+00
9.067151060588304334e-01,6.159479799999999922e-02,9.124214971818179976e+00
9.067541700847688846e-01,5.049057759999999589e-02,9.100632764999998514e+00
9.067932341107074468e-01,5.415130959999999577e-02,9.057907354999999328e+00
9.068322981366460089e-01,6.147277359999999552e-02,9.081489561818180789e+00
9.068713621625844601e-01,6.025252960000000019e-02,9.110897960909090543e+00
9.069104261885230223e-01,5.634774880000000680e-02,9.134757605454543850e+00
9.069494902144614734e-01,6.159479799999999922e-02,9.173321449545452921e+00
9.069885542404000356e-01,7.050257919999999845e-02,9.184696396363635884e+00
9.070276182663384867e-01,7.684784799999999638e-02,9.132538103636361981e+00
9.070666822922770489e-01,8.636575120000000716e-02,9.114227213636363345e+00
9.071057463182155001e-01,8.575562919999998868e-02,9.046809845909089987e+00
9.071448103441540622e-01,7.757999439999999081e-02,8.980502229090907562e+00
9.071838743700926244e-01,7.916631160000001111e-02,8.968849844545452754e+00
9.072229383960310756e-01,7.330914040000000020e-02,8.950816392272725963e+00
9.072620024219696377e-01,7.147877440000000027e-02,8.942215822727272112e+00
9.073010664479080889e-01,6.977043280000000403e-02,8.889225216818180897e+00
9.073401304738466511e-01,8.404728759999999244e-02,8.890334967727271831e+00
9.073791944997851022e-01,7.623772600000000566e-02,8.895883722272726502e+00
9.074182585257236644e-01,8.063060439999999995e-02,8.926124434545453568e+00
9.074573225516621156e-01,9.014850760000001073e-02,8.939996320909090244e+00
9.074963865776006777e-01,8.685384879999999419e-02,8.961081588181816215e+00
9.075354506035392399e-01,8.868421479999999413e-02,8.875353330454544221e+00
9.075745146294776911e-01,9.795806919999999751e-02,8.887005714999999029e+00
9.076135786554162532e-01,1.022289232000000159e-01,8.957752335454545189e+00
9.076526426813547044e-01,9.441936160000000133e-02,8.906981231363635843e+00
9.076917067072932666e-01,9.844616680000001230e-02,8.939718883181816622e+00
9.077307707332317177e-01,1.049134600000000139e-01,8.825414539545453962e+00
9.077698347591702799e-01,9.149077599999999588e-02,8.848164433181816335e+00
9.078088987851088421e-01,1.000324840000000048e-01,8.913362299090907825e+00
9.078479628110472932e-01,1.073539480000000046e-01,8.827356603636362209e+00
9.078870268369858554e-01,1.130890948000000118e-01,8.755222794545453269e+00
9.079260908629243065e-01,1.036932160000000047e-01,8.841783365454544352e+00
9.079651548888628687e-01,1.138212412000000062e-01,8.799335393181817011e+00
9.080042189148013199e-01,1.028390452000000066e-01,8.887005714999999029e+00
9.080432829407398820e-01,1.007646303999999993e-01,8.901987352272726639e+00
9.080823469666783332e-01,1.239492664000000077e-01,8.930008562727271837e+00
9.081214109926168954e-01,1.106486067999999934e-01,8.976618100909089293e+00
9.081604750185554575e-01,1.113807532000000156e-01,8.979669915909090250e+00
9.081995390444939087e-01,1.168718512000000154e-01,9.037376963181817047e+00
9.082386030704324709e-01,1.193123392000000060e-01,9.091754757727271041e+00
9.082776670963709220e-01,1.377380236000000091e-01,9.002697247272726244e+00
9.083167311223094842e-01,1.431070972000000052e-01,8.875630768181817842e+00
9.083557951482479353e-01,1.515267808000000105e-01,8.984386357272725832e+00
9.083948591741864975e-01,8.917231240000000891e-02,9.006303937727270892e+00
9.084339232001249487e-01,1.324909744000000167e-01,8.961913901363635304e+00
9.084729872260635108e-01,1.870358812000000037e-01,8.923350057272726232e+00
9.085120512520020730e-01,1.568958544000000066e-01,8.893941658181816479e+00
9.085511152779405242e-01,9.991045960000000115e-02,8.955810271363635167e+00
9.085901793038790863e-01,1.403005360000000035e-01,8.968017531363635442e+00
9.086292433298175375e-01,1.495743904000000069e-01,8.866752760909090370e+00
9.086683073557560997e-01,1.272439251999999965e-01,8.867307636363635837e+00
9.087073713816945508e-01,1.806906124000000058e-01,8.947764577272726783e+00
9.087464354076331130e-01,1.155295828000000025e-01,8.933892690909090106e+00
9.087854994335715642e-01,1.381040967999999924e-01,8.953313331818181453e+00
9.088245634595101263e-01,1.695863920000000025e-01,8.896161159999998347e+00
9.088636274854486885e-01,1.490862927999999921e-01,8.834015109090907814e+00
9.089026915113871397e-01,1.295623888000000112e-01,8.738021655454543790e+00
9.089417555373257018e-01,1.196784124000000171e-01,8.727479021818179916e+00
9.089808195632641530e-01,1.692203187999999914e-01,8.671714038636363142e+00
9.090198835892027152e-01,1.688542456000000080e-01,8.755222794545453269e+00
9.090589476151411663e-01,1.667798308000000007e-01,8.794618951818181429e+00
9.090980116410797285e-01,1.549434640000000030e-01,8.809323151363635418e+00
9.091370756670182907e-01,1.229730712000000059e-01,8.794064076363635962e+00
9.091761396929567418e-01,1.935031744000000054e-01,8.748286851363635819e+00
9.092152037188953040e-01,1.819108564000000150e-01,8.699735249090908340e+00
9.092542677448337551e-01,1.743453436000000079e-01,8.666165284090908472e+00
9.092933317707723173e-01,1.432291216000000089e-01,8.747731975909090352e+00
9.093323957967107685e-01,1.627530256000000175e-01,8.816259094545452868e+00
9.093714598226493306e-01,1.950894915999999979e-01,8.812929841818180066e+00
9.094105238485877818e-01,1.877680275999999981e-01,8.671436600909089520e+00
9.094495878745263440e-01,1.966758087999999904e-01,8.751616104090908621e+00
9.094886519004649061e-01,1.428630483999999978e-01,8.771314182727271813e+00
9.095277159264033573e-01,1.905745887999999999e-01,8.749396602272726753e+00
9.095667799523419195e-01,1.863037348000000093e-01,8.782966567272726621e+00
9.096058439782803706e-01,1.921609059999999924e-01,8.759106922727271538e+00
9.096449080042189328e-01,1.931371011999999943e-01,8.705284003636363011e+00
9.096839720301573839e-01,1.457916340000000033e-01,8.679482294999999681e+00
9.097230360560959461e-01,2.141252979999999917e-01,8.702787064090907521e+00
9.097621000820343973e-01,1.931371011999999943e-01,8.800167706363636100e+00
9.098011641079729594e-01,2.302325187999999800e-01,8.875630768181817842e+00
9.098402281339115216e-01,1.747114167999999912e-01,8.800722581818181567e+00
9.098792921598499728e-01,1.699524652000000136e-01,8.839286425909090639e+00
9.099183561857885350e-01,2.351134948000000169e-01,8.677262793181817813e+00
9.099574202117269861e-01,1.909406620000000110e-01,8.716104074999998730e+00
9.099964842376655483e-01,2.418248368000000259e-01,8.737466779999998323e+00
9.100355482636039994e-01,1.914287595999999980e-01,8.754113043636362335e+00
9.100746122895425616e-01,2.049734679999999920e-01,8.768817243181816323e+00
9.101136763154810128e-01,2.337712264000000040e-01,8.719710765454545154e+00
9.101527403414195749e-01,2.186402007999999897e-01,8.760216673636362472e+00
9.101918043673581371e-01,2.246193963999999765e-01,8.780192189999999286e+00
9.102308683932965883e-01,1.888662472000000037e-01,8.854545500909090094e+00
9.102699324192351504e-01,2.171759080000000008e-01,8.810710339999998197e+00
9.103089964451736016e-01,2.326730067999999985e-01,8.840951052272727040e+00
9.103480604711121638e-01,2.332831287999999892e-01,8.861204006363635699e+00
9.103871244970506149e-01,2.110746880000000103e-01,8.842060803181816198e+00
9.104261885229891771e-01,2.138812492000000121e-01,8.868972262727272238e+00
9.104652525489277393e-01,2.492683252000000016e-01,8.813484717272725533e+00
9.105043165748661904e-01,2.537832279999999718e-01,8.810987777727271819e+00
9.105433806008047526e-01,2.506105935999999867e-01,8.888947779090907275e+00
9.105824446267432037e-01,2.171759080000000008e-01,8.870914326818180484e+00
9.106215086526817659e-01,2.409706660000000278e-01,8.761603862272727028e+00
9.106605726786202171e-01,2.475599836000000054e-01,8.851771123636362759e+00
9.106996367045587792e-01,2.551254963999999847e-01,8.891444718636362765e+00
9.107387007304972304e-01,2.421909100000000092e-01,8.896438597727271969e+00
9.107777647564357926e-01,2.214467619999999914e-01,8.935557317272726507e+00
9.108168287823743547e-01,2.633011311999999826e-01,8.984941232727271299e+00
9.108558928083128059e-01,2.528070327999999978e-01,9.031828208636362376e+00
9.108949568342513681e-01,2.708666439999999898e-01,8.911420234999999579e+00
9.109340208601898192e-01,2.595183747999999513e-01,8.955255395909089700e+00
9.109730848861283814e-01,2.436552027999999981e-01,8.901432476818181172e+00
9.110121489120668326e-01,2.784321567999999969e-01,9.005194186818179958e+00
9.110512129380053947e-01,2.707446195999999583e-01,9.033770272727272399e+00
9.110902769639438459e-01,2.712327171999999731e-01,9.041815966818180783e+00
9.111293409898824081e-01,2.673279363999999658e-01,9.027944080454544107e+00
9.111684050158209702e-01,2.548814475999999773e-01,9.143635612727271322e+00
9.112074690417594214e-01,2.714767659999999805e-01,9.095361448181817465e+00
9.112465330676979836e-01,2.707446195999999583e-01,9.092032195454544663e+00
9.112855970936364347e-01,2.752595223999999563e-01,9.084263939090908124e+00
9.113246611195749969e-01,2.685481803999999473e-01,9.060404294545453041e+00
9.113637251455134480e-01,2.723309367999999786e-01,9.044312906363634497e+00
9.114027891714520102e-01,2.966137923999999648e-01,9.070114614999999603e+00
9.114418531973905724e-01,2.888042307999999503e-01,9.080379810909089855e+00
9.114809172233290235e-01,3.051555003999999460e-01,9.128653975454543712e+00
9.115199812492675857e-01,2.715987903999999564e-01,9.158339812272725311e+00
9.115590452752060369e-01,2.697684243999999842e-01,9.103684579999999471e+00
9.115981093011445990e-01,2.966137923999999648e-01,9.221595614090908555e+00
9.116371733270830502e-01,3.022269147999999683e-01,9.291509921363635627e+00
9.116762373530216124e-01,2.994203535999999666e-01,9.220763300909089466e+00
9.117153013789600635e-01,2.911226943999999928e-01,9.329796327727271077e+00
9.117543654048986257e-01,3.025929879999999517e-01,9.328964014545453765e+00
9.117934294308371879e-01,3.335871855999999469e-01,9.264321024090907741e+00
9.118324934567756390e-01,3.102805251999999903e-01,9.206059101363635477e+00
9.118715574827142012e-01,3.064977687999999589e-01,9.214659670909089328e+00
9.119106215086526523e-01,3.106465983999999736e-01,9.260436895909089472e+00
9.119496855345912145e-01,3.172359159999999512e-01,9.226589493181817758e+00
9.119887495605296657e-01,3.383461371999999523e-01,9.264875899545453208e+00
9.120278135864682278e-01,3.128430375999999846e-01,9.264043586363635896e+00
9.120668776124066790e-01,3.100364763999999829e-01,9.266540525909089610e+00
9.121059416383452412e-01,3.257776239999999879e-01,9.336732270909090303e+00
9.121450056642838033e-01,3.312687219999999599e-01,9.304826932272726836e+00
9.121840696902222545e-01,3.543313335999999647e-01,9.302884868181816813e+00
9.122231337161608167e-01,3.256555995999999564e-01,9.330351203181816544e+00
9.122621977420992678e-01,3.249234531999999898e-01,9.327021950454543742e+00
9.123012617680378300e-01,3.290722827999999489e-01,9.314814690454543467e+00
9.123403257939762812e-01,3.706826031999999604e-01,9.242680881363634526e+00
9.123793898199148433e-01,3.518908455999999463e-01,9.199955471363635340e+00
9.124184538458532945e-01,3.268758435999999934e-01,9.298723302272726698e+00
9.124575178717918567e-01,3.402985275999999559e-01,9.307878747272726017e+00
9.124965818977304188e-01,3.535991871999999980e-01,9.356430349545453495e+00
9.125356459236688700e-01,3.740992863999999529e-01,9.348662093181816957e+00
9.125747099496074322e-01,3.540872847999999573e-01,9.379457680909089490e+00
9.126137739755458833e-01,3.473759427999999483e-01,9.371134549090907484e+00
9.126528380014844455e-01,3.583581387999999479e-01,9.369747360454544705e+00
